"","ID","X","Y","RealNest","InsPixel","NDVIPixel","Harkwesp_S","W01count","W01mean","W01stdev","NDVI01coun","NDVI01mean","NDVI01stde","Sl01count","Sl01mean","Sl01stdev","W02count","W02mean","W02stdev","NDVI02coun","NDVI02mean","NDVI02stde","Sl02count","Sl02mean","Sl02stdev","W05count","W05mean","W05stdev","NDVI05coun","NDVI05mean","NDVI05stde","Sl05count","Sl05mean","Sl05stdev","W1count","W1mean","W1stdev","NDVI1count","NDVI1mean","NDVI1stdev","Sl1count","Sl1mean","Sl1stdev","W2count","W2mean","W2stdev","NDVI2count","NDVI2mean","NDVI2stdev","Sl2count","Sl2mean","Sl2stdev","W3count","W3mean","W3stdev","NDVI3count","NDVI3mean","NDVI3stdev","Sl3count","Sl3mean","Sl3stdev","W5count","W5mean","W5stdev","NDVI5count","NDVI5mean","NDVI5stdev","Sl5count","Sl5mean","Sl5stdev","W10count","W10mean","W10stdev","NDVI10coun","NDVI10mean","NDVI10stde","Sl10count","Sl10mean","Sl10stdev","Presence","SlPixel"
"250",307,23260.091,197877.737,0,455003.8125,0.03609,28.25896,6,454223.088541667,943.853969751869,253,0.043878664799116,0.036996941463195,6,29.2212753295898,2.98948337205934,24,453364.893229167,1691.96637722885,1007,0.045582787834326,0.050122961933881,24,28.5979272524516,2.65037267331041,153,454607.961397059,5219.85195222112,6244,0.057237494495055,0.046862898610079,153,28.3401741825677,4.52358381676649,602,452805.533430233,7233.32086752548,24984,0.077841771525456,0.054384481763309,602,23.0656153850777,8.95194040330192,2403,448557.130696005,14121.4326942897,99957,0.115625424814345,0.059854147919895,2403,17.9743723757581,10.129800632118,5399,445860.483370763,19028.7628687731,224909,0.13905785039945,0.063019639218332,5399,17.335676851952,11.0530720179063,15027,438827.523291929,28474.8710994878,624780,0.16378858702209,0.074366495132615,15026,18.3201666807908,13.0897604172321,60097,434558.18680243,28573.9635724319,2499130,0.189639110965431,0.077966135060913,60097,20.7357104710929,13.4513613363777,1,NA
"251",308,23270.082,197891.608,0,434971.53125,0.06824,7.65204,7,432503.982142857,4867.27932778135,250,0.065568150646985,0.028910245333495,7,8.77044541495187,2.33862274377221,24,432562.233072917,5465.30313826654,1001,0.074101048512394,0.041304165775851,24,9.38612214724223,2.38846242730844,148,433660.168918919,14896.0846271202,6244,0.078045197813821,0.063971536157826,148,13.4850001657331,4.96066384013029,600,437962.20375,15835.720661021,24990,0.085076131570904,0.07058216302054,600,15.7814102989932,6.56033245531981,2405,440764.575818607,25870.8650746364,99951,0.094357190194806,0.072643056086932,2405,22.4196306251067,10.7862957997725,5415,438131.732629271,29374.9850670244,224917,0.100297859167738,0.070744220768993,5414,25.0455180998543,13.0775152199228,14072,430191.699341445,38585.7459357687,624793,0.142711019419766,0.116867177371079,14083,28.9315067610739,21.3903502091542,46906,429264.357621326,36509.0588925101,2468595,0.193153106284961,0.143643657703483,46938,30.0794968335489,18.4177976207358,1,NA
"252",309,23272.342,197875.722,0,469163.84375,0.06977,48.4423,6,469057.854166667,1517.97545639566,250,0.108873645886779,0.040172328282077,6,45.977154413859,3.44673083075052,25,468862.93125,1627.95897649192,1001,0.108368113513228,0.045450936853493,25,45.8762091064453,5.56030879468928,151,468716.024213576,1741.40316998735,6245,0.121591774435241,0.041077633021238,151,39.3804661832898,7.79874850827094,601,466470.048720882,3733.67773613956,24985,0.133792877924329,0.044718969742866,601,32.0144632485464,9.81032458475156,2405,465382.588305613,4796.065916328,99957,0.132234751364705,0.048228899003514,2405,29.4108991459353,9.57209489709436,5408,464887.124121672,4997.14095176887,224916,0.129818888024132,0.047160566495313,5408,29.6090703135323,11.5135853745007,15022,462732.459507306,7346.18704817656,624787,0.127666374440409,0.04777568692934,15022,29.085416932951,14.7323171993076,60100,457038.638317128,12000.3500896139,2499112,0.137944990289953,0.055874203910679,60100,25.7639730003139,14.275477133424,1,NA
"253",31,23245.199,197864.332,0,459981.0625,0.05106,18.05747,7,461592.870535714,2177.50747788539,251,0.079556844401288,0.031542778537787,7,20.1650442395891,1.55590108193249,24,463025.671875,2414.303470393,1001,0.106650385979589,0.046300623904166,24,22.0629453659058,2.50532432507444,148,464103.269003378,2046.25768189664,6249,0.137720214959504,0.058193162471133,148,23.9605006656131,3.18582334124298,601,463873.28234193,2827.15039847576,24987,0.13722238989442,0.066724304408967,601,23.6713335161003,4.44583000514963,2404,463668.487299813,3782.34397725157,99976,0.135210701871588,0.067193483795717,2404,23.3533510277156,5.51657149065353,5412,462766.413744919,4390.3651584748,224915,0.138859388591171,0.064516340440391,5412,22.291667269145,5.89065771530351,15027,460088.625266188,6716.07072494996,624777,0.141952830906271,0.060695032152056,15027,20.6274716410323,7.66015425479126,49044,440202.521256901,51423.7240829829,2127770,0.180812263321487,0.104014712656077,49040,24.2551444964082,32.6341430383271,1,NA
"254",310,23275.008,197872.866,0,464934.875,0.01903,22.34884,6,464614.651041667,1094.20966225233,246,0.068149903883809,0.035964174872398,6,22.4123086929321,0.616042120415981,22,463662.738636364,1768.00097795681,995,0.087072602729664,0.033834342985661,22,22.49731575359,1.05929463706675,146,463036.212328767,1937.62725657785,6243,0.114326831863051,0.046563882215178,146,20.7884460801948,2.43184790580937,597,459703.683574121,7157.18218684723,25003,0.124990079688153,0.046833274455755,597,17.9817837484718,4.75032444538052,2402,458749.953918609,9095.73776415747,99969,0.124833731908448,0.045419521293303,2402,18.0214543845582,7.00961707281758,5409,460044.112266593,7916.69991749624,224940,0.126476539407783,0.047930604071621,5409,19.5536395217359,7.92891515301418,15021,460294.560731642,8416.42570415134,624735,0.136918981918309,0.049196782857647,15021,21.6625079120579,11.6280651023087,60110,457291.41601387,12734.1625700057,2499093,0.143967978977455,0.055479806868644,60110,23.8362305470563,14.2702200156635,1,NA
"255",311,23283.237,197891.026,1,439269.96875,0.03896,44.36176,7,441981.915178571,8010.75967321776,248,0.037554731036747,0.012367954319843,7,42.7514201572963,6.05055221277984,24,445143.39453125,9241.04502409079,998,0.045881079565146,0.029527200651932,24,41.6397337118785,7.89547774869885,148,448906.095861487,10572.7285407915,6248,0.062429956703322,0.040640030961906,148,34.6545538773408,8.81197858351959,600,445987.366041667,12291.9976964855,24983,0.064827989003955,0.036245207540099,600,32.3208187405268,8.13009907543268,2404,444629.496854201,12097.805642151,99976,0.076018718187243,0.041358542720456,2404,28.5545227212239,8.59873186687592,5411,445175.079721863,11155.4963111842,224930,0.080851316942115,0.046576462311142,5412,26.6012573832507,7.73598255363987,15031,429880.858195666,40177.412962226,624753,0.107632575701118,0.065781721305376,15031,28.657932396389,18.511636015708,51530,423238.629632541,47693.3710906088,2441578,0.178700289892592,0.107044174392638,51550,28.916651812414,23.6024961637911,1,NA
"256",312,23284.498,197891.515,0,434106.125,0.04989,49.8572,7,435675.75,5206.77896011622,253,0.041367541939727,0.023453572541948,7,45.4312242780413,3.70134448374228,24,437971.072916667,7300.80751327688,1007,0.052069306936598,0.030592587767188,24,39.9749461809794,7.19913214801869,148,437862.389146959,7903.07461110655,6244,0.061506759903118,0.030842912508875,148,33.1028591104456,7.98443391386744,600,439628.96953125,9656.14059524597,24988,0.070719900049126,0.032893427792684,600,31.2341795953115,7.64624036350555,2405,440756.008264033,12117.6619705811,99960,0.086334264589482,0.04729106888473,2405,29.6043489924092,8.04652744873832,5414,438172.592734115,19540.3904975907,224913,0.092384527317814,0.051112372553297,5414,29.0509047321081,8.54168080734132,15033,422797.134284262,45888.3752083913,624772,0.120241966800223,0.071567674075284,15033,30.9540594615028,19.9880465280415,50770,421388.659204116,47977.6207250216,2393293,0.17936226452372,0.105043169510973,50794,29.0060706838189,23.7629875251482,1,NA
"257",313,23281.154,197892.499,1,445514.1875,0.03226,16.76914,7,445907.1875,1786.05537988985,249,0.037915918927445,0.014424831909364,7,16.5834651674543,1.09738051945783,24,446197.848958333,2886.83102676425,998,0.039682882345227,0.019169274613293,24,16.530686656634,1.97917309172596,148,443562.427364865,5191.68912031495,6249,0.043998009446027,0.021207342947544,148,17.4189824993546,3.01124925124653,600,444838.79296875,6844.10024642535,24989,0.044411523390122,0.022839587917412,600,18.0581891942024,4.58148879723958,2403,446459.644363816,13733.4590253606,99974,0.05013266624815,0.035179831543156,2403,20.8920376285929,6.04725469720558,5414,438360.893309014,31093.4324674773,224920,0.080672703184599,0.072180985584214,5414,25.7384682555325,17.2506778201472,13965,423264.235253871,53574.3383714401,624765,0.136909090097561,0.109220584841263,13977,30.3533241086792,24.6591988320107,45631,424423.235625092,46924.1844895485,2324551,0.1887791485548,0.123131408273471,45651,27.6093196638738,22.8502342783426,1,NA
"258",314,23282.05,197892.922,1,443639.09375,0.02277,19.42021,4,447010.234375,3224.08954584984,249,0.025207577636054,0.017729972521364,4,18.716272354126,1.16275231561333,24,446617.986979167,3742.66585516844,993,0.047265572437298,0.029804510861458,24,20.9171262582143,1.95514705982272,148,445827.063766892,6484.91434308279,6249,0.04248036216569,0.024921627425463,148,22.8832688589354,5.05368030523415,608,444946.517115543,8788.42909132443,24996,0.039684150826986,0.026479421605492,608,21.4329009385485,5.27055301532157,2416,434423.522661424,29325.8339317779,99974,0.05976389223915,0.050241744264154,2416,26.1086739980128,18.582034040174,5401,424213.771662655,51787.334394666,224922,0.091736566885538,0.088635600422705,5401,32.2265078282714,24.7546558747806,13897,416908.694668251,59360.7121752754,624767,0.143474396760853,0.113286750368915,13910,33.2281204304534,27.1584515711074,44692,422057.00822321,48216.3557539331,2270936,0.190678850567892,0.122010164801962,44712,28.1591412377647,23.1976258213074,1,NA
"259",315,23282.509,197890.996,0,456638.3125,0.09045,33.66505,6,457286.369791667,4338.90830907831,245,0.077010604457892,0.031856543992517,6,34.0196234385173,1.05790787887725,22,455753.319602273,4063.03026353504,997,0.059774416146675,0.032880303784231,22,33.6769299073653,2.80543568345431,149,455340.838087248,5954.45164629893,6241,0.056901799290005,0.030284883841611,149,30.3289191994891,7.41402763183274,599,449437.334046327,12104.9791705769,24997,0.064618535514309,0.033920972954018,599,27.8643903413878,9.53373144770093,2404,447326.888220154,11711.7859612045,99975,0.072519730687061,0.039809246103817,2404,26.1182878348673,8.41126496738057,5412,446271.419594189,10753.2276563101,224935,0.076234364824185,0.045780003392473,5412,25.5130198252087,7.86872430140451,15025,431962.910676477,38394.6932437963,624748,0.106639250082054,0.068265229874363,15025,27.6677425435855,18.2884854256906,51184,424786.392991996,46554.1659986064,2448273,0.178653271445188,0.10977238882543,51202,28.0752227369679,22.2501355521511,1,NA
"260",316,23282.515,197893.131,1,454256.9375,0.00198,23.32086,6,453384.614583333,2038.64235411792,254,0.00959489446621,0.010315632885636,6,22.4229141871134,2.62748906702729,25,452327.88375,4051.89570360976,1010,0.015811103577311,0.01125913368067,25,22.8668162918091,3.7881757278794,151,449149.423013245,5106.84059524267,6246,0.031105238733194,0.025629946360399,151,25.0559195398495,4.81131457300057,601,442448.754003744,11144.3650717392,24986,0.038750333987489,0.027107825734771,601,23.8640384150424,4.92373106957125,2408,427334.890086431,35974.1925789519,99959,0.068381477022367,0.06193651972937,2408,29.2896677526426,22.9190788502526,5411,415705.916147373,60169.4842617347,224911,0.098295706338988,0.091231483569222,5411,35.4548649275684,28.5779715869392,13892,413188.410558066,62725.859694795,624788,0.146901887633456,0.114887530461269,13903,34.9204376114621,29.3136538336687,44235,421127.851143661,48694.4783335343,2243003,0.191530627032843,0.12120717694276,44255,28.4645485648882,23.3484237035004,1,NA
"261",317,23281.802,197893.118,1,442605.65625,0.02553,23.18271,7,443411.294642857,2516.8416004946,250,0.031823420505971,0.012314844155254,7,22.119873046875,2.53765041622482,24,447666.98828125,4911.29484106319,1001,0.041051313633678,0.019912305062882,24,22.833670536677,3.53902710444212,148,448995.734163851,6239.98319983226,6244,0.03611231654895,0.024338669568623,148,21.2413517784428,5.10462434428846,602,446433.596085963,8264.12370629488,24992,0.035728885325584,0.024800214755702,602,21.1580910223267,5.35866078746658,2405,431951.13295868,33532.7432819695,99962,0.065067803840308,0.061691985528889,2405,26.8430960975913,20.831031001847,5410,421161.472791994,57548.6337335148,224898,0.099471770419654,0.097973181650015,5410,32.5551193810435,28.0348703164678,13526,416589.162286407,59938.4323808517,624755,0.149668263499952,0.119952781662678,13540,33.1561499495978,27.5369384601308,43891,422175.433662279,48153.6217701962,2250886,0.191803765611466,0.123395142462852,43911,28.0189659191803,23.2577433142386,1,NA
"262",318,23280.86,197881.585,1,453291,0.13295,24.51034,7,452690.8125,697.853090632198,250,0.125716603174806,0.038993411213972,7,25.0526864188058,1.50555556596273,24,452614.47265625,1398.16096076585,1000,0.11036890127603,0.036081841085847,24,27.2388446331024,3.62603631378244,148,453599.965793919,2859.33942470747,6247,0.12019211903354,0.04280444637164,148,27.4826596363171,4.30187848148307,600,454495.268385417,3552.1986073492,24993,0.117694556027645,0.040593693084213,600,26.5980488681793,3.96623948442011,2407,455656.705857914,5009.51819074147,99957,0.127465928864364,0.043726821512615,2407,27.2706744650067,7.35562504019128,5411,454964.592219553,7780.11594748216,224906,0.13089581339792,0.046803756645446,5411,28.5784907085445,10.3573370132473,15025,453973.551774126,13043.3363611377,624762,0.134482632945919,0.051445230032848,15025,30.7179338079641,13.8945637534441,60099,451430.677919454,16906.5392044816,2499047,0.135744197181511,0.054601830379339,60099,26.2192599673406,13.3129509010997,1,NA
"263",319,23279.394,197882.795,1,450805.96875,0.08676,40.25295,6,447519.734375,4692.09989358464,250,0.120966074995697,0.034629339167822,6,45.2529042561849,9.60094947898369,25,446883.33875,7288.16720495605,997,0.135290634455935,0.049937964402617,25,43.6027746582031,9.24461771897761,152,444884.001850329,8661.67621143495,6250,0.151614223695099,0.049898517261518,152,42.8316803731416,8.67815704359802,602,445889.340116279,9366.18098662727,24991,0.143141871680729,0.050762386018842,602,39.3289847674956,8.78228531914441,2403,446097.952884415,11638.8301714259,99949,0.134469389467327,0.053788873224578,2403,39.6946960922286,12.5972818882261,5401,447600.945513562,13824.9303716783,224922,0.132034305608614,0.053789227012411,5401,38.077517515464,13.2482182628238,15025,449695.152329451,18849.0422641419,624800,0.128941905463194,0.057885482832177,15025,32.0638930433721,13.9266411783494,60098,451130.170302568,16650.7709376828,2499122,0.131935337355431,0.0560365335031,60098,27.1356744873232,13.2437333461034,1,NA
"264",32,23243.149,197864.141,0,458396.03125,0.07692,16.67254,4,457629.96875,1062.54339801076,252,0.083961377500571,0.044133960447307,4,13.9400386810303,2.04652768232555,24,460827.135416667,3425.59922930381,1002,0.091257290854704,0.064984151371661,24,16.6467528740565,3.39583386349575,151,462210.66763245,3332.98981160881,6246,0.124577935539998,0.081821682818747,151,18.9678105613254,3.73130928406859,606,462022.255156766,4350.58233095463,24993,0.133678878529576,0.070001871793765,606,19.1755916293305,5.05130968516206,2410,461716.897691909,4398.06893240129,99957,0.14032913033344,0.065646080239329,2411,19.5918603702879,5.16919742910593,5402,459945.794636246,6163.05619241873,224913,0.142716410445758,0.064075809256535,5402,18.8615893728642,6.13757469459749,13442,459821.743162755,6833.56802023175,592652,0.138115330797306,0.065460632701627,13438,20.1538401417637,6.91461742061046,42572,440254.828776149,52160.6479296421,1868300,0.177141713450508,0.105256624509524,42568,24.6703094538543,33.5194332793801,1,NA
"265",320,23264.024,197878.778,1,469807.5,0.02049,29.52848,6,469283.817708333,702.030243205531,251,0.063718163111503,0.058013301221764,6,29.6895618438721,1.35583057412801,22,469011.910511364,1227.6840880008,1001,0.111878341822127,0.050637733435459,22,30.3877534866333,3.48042451771167,149,467593.816275168,1799.09994227906,6245,0.11599392756854,0.055481804825069,149,27.9175952296929,3.55157215063668,598,466375.036998328,2942.4030606286,24992,0.112761364848783,0.054038907687006,598,26.6265320147958,5.20948006486432,2404,461862.839733257,8401.47449095525,99975,0.117186747108763,0.053585455975208,2404,24.1288656589394,7.67503837217882,5410,458069.075259935,10754.6598012663,224908,0.123319214957431,0.053257408809334,5410,23.6478965644695,8.27218452204309,15023,448840.992449078,19894.955924715,624780,0.142082850835738,0.066431461415379,15023,24.0140922217083,10.419317808669,60105,441543.954660204,25459.074416517,2499095,0.170017092200498,0.073876356672561,60105,24.3641541719375,14.3686780755885,1,NA
"266",321,23242.471,197870.137,1,458767.28125,0.14286,15.46552,7,458492.629464286,1482.69316972692,250,0.144401470459998,0.058066942350502,7,15.2191587175642,1.93070949370117,24,457638.279947917,3114.12659618556,999,0.133287630363687,0.056159567504946,24,15.2950605154037,3.30340997340651,149,455736.373112416,4886.96650844539,6250,0.148500411034152,0.053396367240919,149,14.6363636791306,5.66314454553723,601,456046.558704243,6532.10620779535,24995,0.150343194423338,0.062777618325461,601,16.006322910504,8.17364234491319,2409,453796.493643628,10583.9509761783,99946,0.158385212050409,0.067013444322733,2409,15.8180364323892,9.1359897279893,5414,452597.706588243,12848.0804475591,224923,0.156565734827405,0.074673208833325,5414,16.1242720464174,9.14643706770957,15032,449862.110549578,16503.2881523662,624775,0.168303804984597,0.079362879295348,15032,15.8089370896406,8.10673011067405,50685,442739.97140405,26556.7278106693,2187721,0.181027887522235,0.083772296099811,50677,18.0653260533759,20.0950974904917,1,NA
"267",322,23250.619,197869.031,1,431616.875,0.04918,13.96736,7,437165.25,4211.48323196399,251,0.070210692409678,0.039737774492821,7,13.1700750078474,2.79590955091878,24,439492.49609375,4641.46119260593,997,0.074994741093625,0.035253714755843,24,13.2842406829198,4.98577409562978,147,442882.718962585,6861.23936994563,6245,0.125075058295825,0.069049433116259,147,14.2281806475046,6.39541434301598,600,446582.012239583,9546.99366000803,24991,0.134941183488469,0.06604682318288,600,15.2479755849143,6.86245075329488,2403,447648.681452871,12293.169881175,99954,0.149384075561531,0.065629761178905,2403,16.9768880046237,8.07972641625577,5415,447628.472316482,16700.9957021643,224920,0.155658362785329,0.065267337587833,5415,19.1541480545577,9.24455976408788,15027,448714.682513143,18563.0509855512,624771,0.160477294065783,0.067471938786279,15027,19.5515154641772,10.2748666250779,60094,446091.758352149,20819.5546523607,2499124,0.168421865411948,0.071615477060059,60095,16.5315146165564,10.4039165542576,1,NA
"268",323,23264.12,197879.215,0,464759.34375,0.04863,23.72178,6,465362.0625,536.630673268112,251,0.117123321960291,0.061375975213079,6,24.2192748387655,0.678076720671172,26,466596.192307692,1564.55409212607,1002,0.149422928320519,0.065326564486566,26,25.6618322959313,2.5534124119568,152,466902.293174342,3258.03888196459,6249,0.127839047624495,0.060316682376697,152,29.0865871969022,6.87541317471285,600,464708.529479167,7605.62889893984,24988,0.115484234087414,0.058123024907491,600,28.2076005482674,9.20270337324067,2405,460796.150402807,9083.18485071002,99975,0.123522802886126,0.055343476700293,2405,24.4338193847831,7.93098342016,5408,456564.24730723,12316.9633470924,224914,0.12643972064414,0.0556013553413,5408,24.2465635127217,8.06570095073887,15028,447964.018877262,20609.507266235,624771,0.145288934130611,0.068697622135615,15028,25.0992651615279,10.1377069143353,60098,441476.962415165,25545.7082807332,2499065,0.169970943996574,0.074530063614132,60098,25.070757632974,14.4492175265491,1,NA
"269",324,23272.507,197878.262,1,468924.15625,0.07253,43.70289,6,469296.369791667,443.983885845919,248,0.093697048212972,0.039141132018382,6,42.8145739237467,4.00427623445422,24,470003.098958333,718.473996636841,997,0.117106359330573,0.039709004664355,24,41.5767025947571,5.30012195366441,152,470324.566200658,902.598954725591,6247,0.105954020673,0.049849498937802,152,41.4652179793308,4.91018579564327,601,468315.512427205,2817.11714390719,24989,0.110009848685095,0.049328987039234,601,43.2314989435891,8.1113575462188,2403,466866.743913858,3773.61290779314,99978,0.120057149526139,0.050338631964161,2403,42.3839910287337,10.6110838441893,5400,466850.061122685,5095.02329378029,224917,0.125811204052166,0.051552557026263,5400,42.0843867794673,11.092990159279,15022,464602.262868626,6437.6444296253,624769,0.124666602930425,0.054327513060626,15023,37.4632737303609,12.437827351565,60091,453854.457837384,16446.1249386698,2499076,0.13816939558615,0.058148238931733,60092,27.9939455570399,13.9768732359067,1,NA
"270",325,23275.805,197876.179,0,471097.90625,0.01271,36.71226,6,470787.604166667,659.567019993304,249,0.062320436986844,0.053965095557133,6,38.1751530965169,1.59301964009218,22,470232.110795455,888.264276729142,998,0.129866632973525,0.074925926024844,22,40.465296831998,3.50470198337379,146,468980.354023973,2024.00573403515,6250,0.136388615845889,0.060203847817778,146,42.8348156393391,8.33066505112396,596,468046.087405621,3116.09193289918,24991,0.119780571634628,0.05901465316614,596,37.2658241307175,10.7030555904897,2401,467226.144132653,4037.27640763791,99956,0.134372604605181,0.054233461747904,2401,35.1957242398498,11.7757704424147,5408,466023.850591716,5257.20635152173,224911,0.12811850786403,0.052411659712119,5408,33.4368090646771,12.9409117461673,15021,464091.899216097,7068.2485877819,624777,0.127123101254861,0.050835845785832,15021,32.2969808120058,14.2673348148419,60112,457093.71761358,13180.6242090514,2499080,0.136364132600431,0.053933564630964,60112,26.78359312054,14.2619355855311,1,NA
"271",326,23276.141,197873.63,0,462333.96875,0.0276,17.83897,6,461977.609375,1145.90630436444,244,0.088080568071149,0.03900610451807,6,17.9306082725525,1.07114296647441,23,462261.30298913,1650.70074663617,997,0.127513737682115,0.053400201555997,23,18.2307406301084,1.78644640432383,153,461950.669934641,4225.44301434856,6242,0.110709828675242,0.053480959629825,153,18.9721588433958,4.78794974461572,603,462169.504249585,4627.7656994598,24997,0.113965834241852,0.050277691836113,603,20.063025465059,5.41913255783452,2404,460292.811681052,8734.31484513665,99973,0.118539630791026,0.048778584167755,2404,20.2828255869733,7.86549057214283,5409,461794.329855334,8428.18039386751,224938,0.124296173894076,0.049861143008421,5409,23.2328015713644,10.2302852254195,15019,461546.492925628,8168.61457577623,624745,0.134161215717525,0.049231205252343,15019,24.2096960119458,12.5264683150155,60098,457264.224413146,12849.3399200656,2499071,0.142705580494153,0.054827150363123,60098,24.5939700509386,14.3301810520315,1,NA
"272",327,23273.789,197875.489,1,469008,0.08029,32.72517,6,469488.671875,785.332537993378,249,0.064831058883733,0.053625039668834,6,37.600648244222,5.04864875672515,25,468435.09375,2207.36972184232,1000,0.105472510353662,0.053549861295097,25,34.9142893218994,8.33787720511235,151,468427.687293046,1715.84746032233,6249,0.149202144281349,0.05762495528247,151,31.5154549680798,6.36510559382644,601,467626.336990433,2594.33636956387,24987,0.139484594001322,0.053118359855561,601,31.3430268165474,8.21434232661716,2403,465905.902283604,4653.84084302541,99974,0.132113965606262,0.04903089336014,2403,29.7985587670711,10.3090239024542,5410,465084.299688078,4999.7351527556,224914,0.129376707722853,0.049557504103607,5410,29.4912493478348,11.5689150741433,15022,463316.958319465,7232.33600264855,624770,0.126869000227393,0.048408643261218,15022,29.359620528649,14.3586228903519,60095,457380.119153008,12270.2062321773,2499078,0.137999107758607,0.05584085577815,60095,26.091452024111,14.3554212745622,1,NA
"273",328,23263.868,197879.363,1,462589.1875,0.07692,21.94908,5,463628.3,1200.81408040676,252,0.096464353539641,0.052737999151327,5,21.7755058288574,2.19320195761907,21,464633.973214286,1060.48398822193,1003,0.117446075988412,0.051808363160534,21,22.0934589022682,2.23403362078546,145,465861.537068965,3031.81338219705,6245,0.133203381571913,0.049504811294374,145,26.921204718228,6.61398612989943,593,462136.91362774,11560.3640143191,24988,0.120297421906121,0.057148480822101,593,27.2519225471136,9.87763031393683,2401,459306.854604852,10478.6866686652,99957,0.125302880524249,0.055372513020305,2401,23.714901133807,7.94372293544827,5413,454424.128435018,15448.130114547,224926,0.13110473539196,0.057544002672916,5413,24.1157620290985,7.94397338097542,15029,446673.422197294,21563.432263248,624774,0.148114238488443,0.070695445398577,15029,25.1058806357162,10.5015481466456,60132,440893.902419495,25850.3304082345,2499121,0.171317255701433,0.07574023019998,60132,25.0767385140168,14.4292732470678,1,NA
"274",329,23273.939,197872.389,0,459402.5625,0.07483,15.82198,5,459237.35,202.343162064783,250,0.10832501000911,0.048448005535722,5,15.1634588241577,0.54770358685396,26,460057.537259615,1717.13019585781,1002,0.119721536105406,0.055776137576661,26,16.7574256016658,1.99565515332647,152,460796.781455592,3874.3114070101,6246,0.110175743920945,0.051968770450321,152,18.032919990389,4.42991979028562,602,457189.057464701,7107.95381488833,24990,0.125493546335434,0.044682506541347,602,15.7951872827999,5.45274194661024,2403,458001.308819705,7549.82319993396,99953,0.132729214508935,0.041706714601801,2403,16.5951038826221,6.20697855640071,5401,458542.58934688,7803.290349553,224917,0.13238616818741,0.044665783407843,5401,17.264299901762,7.26681406681732,15023,459271.449785329,8368.03868597364,624796,0.136856506072888,0.047251533469141,15023,19.5301658722147,10.1995732527312,60089,456828.62802468,13233.4658214677,2499114,0.145491675569641,0.056507450252631,60089,23.0667836015559,14.1418842047492,1,NA
"275",33,23242.517,197868.45,0,458948.21875,0.00791,26.6216,7,458721.455357143,1490.08657699329,246,0.035361419865347,0.036627318172887,7,28.2512125287737,2.27410288204666,24,460111.493489583,3351.31929134055,996,0.082422102107218,0.073212082113584,24,30.3917940457662,4.64351152755208,149,459735.416736577,4938.19460073609,6246,0.128193931019272,0.085461839082852,149,29.2572563094581,5.23018158578236,601,461337.984712978,3994.3507990308,25004,0.124568268719678,0.073702343167686,601,26.7721066435244,5.03128402874259,2407,461077.386269215,6099.56949860922,99983,0.132316887395979,0.070758718779706,2407,22.8647719193258,7.60477012511695,5412,459666.175674427,7944.80381176302,224939,0.139896155257913,0.066910302674635,5412,20.3167271543506,7.85056643091465,15011,455637.164664663,11781.1081891226,624750,0.149269237930381,0.073074703405659,15011,17.3671478256687,7.93948624935544,48146,446538.974823811,22058.8616885664,2087347,0.174761526882635,0.082581459875099,48134,17.6902065671157,16.0926092565516,1,NA
"276",330,23262.807,197879.296,0,458823.03125,0.04656,14.73502,7,459842.245535714,1355.00528448789,252,0.055082986120223,0.026341024289685,7,16.7492895126343,1.74471194018892,24,460652.77734375,2047.86351822656,1001,0.082498274912888,0.042656725818605,24,18.1604429483414,2.31114061875995,148,460509.737119932,5637.11189207561,6245,0.106662261399558,0.051526917339524,148,18.7861819138398,4.62818066397835,601,458608.836366473,8311.53125503287,24987,0.119110241543247,0.052519956149188,601,18.9653890910442,5.43636276154806,2404,453450.921134047,16719.6504051247,99955,0.12911704125639,0.054467481628706,2404,22.2291326094388,8.00711366427347,5413,449492.323826898,20297.1768776205,224923,0.138278931050972,0.064732581878086,5413,23.6212291893711,7.83872659216647,15027,443314.604591423,25666.3336457708,624773,0.153683413072678,0.07294344689401,15027,23.3163985166494,11.5997611253648,60097,438846.633966884,26794.5345160921,2499125,0.17779964808011,0.078993847299551,60096,24.1784378557666,14.2059761436708,1,NA
"277",331,23263.74,197879.412,1,464154.59375,0.17857,19.72113,7,464204.941964286,810.432186430558,247,0.153487062224975,0.035553181900314,7,21.2150034223284,0.976330479629881,23,464476.317934783,1016.29144921773,996,0.13798802135789,0.042228528946166,23,22.294024343076,1.8022449839082,151,465133.162872517,2731.62769150075,6249,0.127890658740206,0.046165610634268,151,24.9996198628912,5.34716912896292,601,461110.924968802,11851.8132431454,24991,0.122343702856458,0.056087118371511,601,26.5527072571677,10.12697434688,2403,458415.356208385,11299.8904918808,99977,0.126276249090888,0.05519304661036,2403,23.3995950396637,7.81529762383398,5410,453475.732214649,16524.4354986309,224924,0.133656760757709,0.058866621277548,5409,24.0379685439647,7.8914347324907,15021,446094.154158137,22252.5594718121,624762,0.149405120936771,0.071330671998574,15021,25.031377756102,10.7404506282983,60101,440605.884555399,26023.9279815951,2499082,0.172154221065039,0.076470585822364,60102,25.0481311809303,14.4202453806092,1,NA
